

title,salary
★微経験歓迎【Webエンジニア】プライム案件8割/WLB◎正社員,405万円～606万円
佐賀【開発エンジニア（PL/PM候補）】フルリモ・フレックスOK◎正社員,606万円～845万円
佐賀★微経験歓迎【Webエンジニア】フルリモート勤務◎正社員,405万円～606万円
客先常駐なし！ 上流工程に携る【ITエンジニア】◆フレックス正社員,"年俸4,500,000円〜7,000,000円
※試用期間は6ヶ月で、その間の雇用形態は正社員と変わりません。
※経験…"
経験者歓迎【社内SE】★年間休日122日 ★転勤なし正社員,360万円～650万円
★大阪★自社開発システムの【開発エンジニア】年休126日正社員,350万円～400万円
【Webエンジニア】残業月7時間以内！完全週休2日制（土・日）正社員,"月給20万5千円〜35万円
※経験、能力、年齢などを充分に考慮し、当社規定により決定します。"
年間休日123日♪【ITエンジニア】残業時間少なめで働きやすさ◎正社員,300万円～650万円
【社内SE】WEBサービス・アプリケーションの運用/開発エンジニア正社員,800万円～900万円
【ソフト開発】最新技術の中でスキルを磨こう★週休2日制★正社員,"月給22万円〜28万円
※経験、能力等を考慮の上、当社規定により優遇します。
※試用期間6ヵ月（待遇変更…"
【ITインフラ】最新技術の中でスキルを磨こう★週休2日制★正社員,"月給22万円〜28万円
※経験、能力等を考慮の上、当社規定により優遇します。
※試用期間6ヵ月（待遇変更…"
職種・業種未経験OK！【プログラマー/SE】研修制度充実／完休2日正社員,280万円～300万円
【フロントエンドエンジニア】◆年間休日125日/残業月20h以内正社員,450万円～800万円
【PM】新規事業部のプレイングマネージャーとして幅広く活躍正社員,"年俸制6,000,000円〜8,500,000円
※12分割した金額を毎月支給
※一律支給手当を含む
※固定残業代（45時…"
【SE（東京配属）】☆UIJターン転職も可能！正社員,330万円～560万円
【SE（名古屋配属）】☆UIJターン転職も可能！正社員,330万円～560万円
自社勤務◆在宅OK◆ChatGPT活用×SES向け自社サービスの【開発】正社員,500万円～650万円
大手自動車メーカーとの取引あり！【自社開発】★年休125日正社員,"月給：28万円〜42万円
※年齢・経験・能力をもとに決定します。
※試用期間：6か月（待遇に変更なし）"
経験者募集【PHPエンジニア】土日祝休みの完休2日制☆リモート可正社員,430万円～720万円
第二新卒歓迎【バックエンドエンジニア】年休120日☆服装自由正社員,350万円～600万円
【SE/PG】在宅勤務推奨中！/年休125日以上/転勤なし/残業10h以内正社員,"月給／25万円〜＋諸手当

※待遇条件の詳細については、面接などでご相談ください。
※年齢、経験、能力…"
【社内システムプログラマー（アプリ開発など）】年休122日正社員,360万円～460万円
エンジニアファースト企業！【業務系エンジニア】正社員,400万円～600万円
エンジニアファースト企業！【WEB開発エンジニア】正社員,400万円～600万円
エンジニアファースト企業！【スマホアプリエンジニア】正社員,400万円～600万円
【Java開発エンジニア】経験者募集★残業少なめ◎★休暇充実正社員,420万円～900万円
上流工程にも挑戦可能【SE】◆年間休日128日◆年収400万円以上正社員,"年俸400万円以上

※経験や能力に基づいて優遇します。
※試用期間3ヶ月（待遇変更なし）"
上流工程にも挑戦可能【PG】◆年休128日◆年収600万円も目指せる正社員,"年俸400万円以上

※経験や能力に基づいて優遇します。
※試用期間3ヶ月（待遇変更なし）"
技術商社での【ITシステムエンジニア】※東京募集※年休128日正社員,600万円～800万円
技術商社での【ITシステムエンジニア】※大阪募集※年休128日正社員,600万円～800万円
★月給50万円以上★清掃ロボットメーカー【システムエンジニア】正社員,600万円～800万円
【ソフトウェアエンジニア】（技術リーダー候補）リモートOK！正社員,450万円～600万円
【ソフトウェアエンジニア】（PL/PM）リモート勤務OK！正社員,600万円～720万円
【システム開発】月7～9日休み・基本定時退社・福利厚生充実正社員,450万円～650万円
様々な分野のプロジェクトに携われる！【開発系SE】年休123日◎正社員,450万円～550万円
【社内SE】※京都募集※年休127日※残業平均月10h程度正社員,400万円～490万円
まもなく創業100年の安定企業で働く【社内SE】※残業月10hほど正社員,330万円～500万円
【プロジェクトマネージャー・リーダー】年休126日★完休2日制正社員,520万円～660万円
【バックエンドエンジニア】年間休日126日★完全週休2日制正社員,430万円～610万円
【インフラエンジニア】年間休日126日★完全週休2日制正社員,520万円～610万円
【フロントエンドエンジニア】年間休日126日★完全週休2日制正社員,430万円～610万円
【プロジェクトリーダー】◆年間休日128日◆土日祝休み◆面接1回正社員,500万円～720万円
KDDIを支える【フィールドエンジニア】◆賞与年2回正社員,430万円～670万円
関西/Webアプリケーション開発【WebエンジニアPL/PM】正社員,500万円～700万円
関西【AWSエンジニア】正社員,400万円～600万円
【総合職（ITエンジニア/営業）】マイナビ転職限定/賞与6.12ヵ月正社員,450万円～790万円
トヨタグループ企業の【DX推進】★完全週休2日★賞与5.6ヶ月正社員,500万円～650万円
Web・モバイルアプリ【開発エンジニア】年休128日★賞与8.41ヶ月正社員,600万円～820万円
データセンター事業等を行うIT企業で【WEBエンジニア】☆土日休正社員,400万円～600万円
入試出願関連の【社内SE】◎東京勤務正社員,420万円～510万円
★研修充実★育成枠の【ITエンジニア】土日祝休み＆残業少なめ正社員,450万円～750万円
経験者募集【SE（WEBアプリ開発）】残業月15.8h程度◎東京・福岡正社員,400万円～600万円
要WEB系経験【SE（通信事業者向けアプリ）】九電グループ◎福岡正社員,400万円～600万円
※名古屋募集※【ITエンジニア】管理者クラス◎年収700万円も可正社員,550万円～700万円
※大阪募集※【ITエンジニア】管理者クラス◎年収700万円も可正社員,550万円～700万円
完全週休2日制★自然豊かな長野で働く【システムエンジニア】正社員,450万円～600万円
顧客製品向けの【ソフトウェア開発】★名古屋★賞与6ヶ月分正社員,"月給237,000円〜

※経験、能力を考慮の上決定します
※試用期間3ヶ月（待遇に変更なし）"
【Web開発エンジニア】フレックスタイム制＆各種手当が充実◎正社員,"月給25万円〜40万円
※超過分は別途支給
※経験・資格により優遇いたします
※試用期間３ヶ月"
